Method,Parameter Types,Param Sizes,Total Param Size
pt.ist.socialsoftware.edition.ldod.frontend.game.FeGameRequiresInterface.static {},[],[],0
pt.ist.socialsoftware.edition.text.domain.Fragment_Base.addScholarInter(pt.ist.socialsoftware.edition.text.domain.ScholarInter): void,['pt.ist.socialsoftware.edition.text.domain.ScholarInter'],[16],16
pt.ist.socialsoftware.edition.ldod.frontend.utils.Bootstrap.lambda$initializeSystem$2(java.lang.String): boolean,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.ldod.frontend.utils.PermissionDTO.getDelete() : java.util.List,[],[],0
pt.ist.fenixframework.DomainMetaObject_Base$3.getSet(pt.ist.fenixframework.DomainObject): pt.ist.fenixframework.dml.runtime.RelationBaseSet,['pt.ist.fenixframework.DomainObject'],[16],16
pt.ist.socialsoftware.edition.virtual.domain.TwitterCitation_Base$1.TwitterCitation_Base$1(),[],[],0
pt.ist.socialsoftware.edition.virtual.domain.VirtualModule_Base.getTweetSet(): java.util.Set,[],[],0
pt.ist.socialsoftware.edition.notification.event.EventVirtualEditionUpdate.getNewAcronym(): java.lang.String,[],[],0
pt.ist.socialsoftware.edition.text.domain.ScholarEdition_Base.setAcronym(java.lang.String): void,['java.lang.String'],[24],24
"pt.ist.socialsoftware.edition.text.domain.Fragment_Base$1.setValue(pt.ist.fenixframework.DomainObject, pt.ist.fenixframework.DomainObject): void","['pt.ist.fenixframework.DomainObject', 'pt.ist.fenixframework.DomainObject']","[16, 16]",32
pt.ist.socialsoftware.edition.virtual.domain.VirtualModule_Base.getVirtualEditionsCount(): int,[],[],0
pt.ist.socialsoftware.edition.text.domain.ExpertEdition_Base.checkMultiplicityOfTextModule4Expert() : boolean,[],[],0
pt.ist.fenixframework.DomainMetaObject_Base$3.getSet(pt.ist.fenixframework.DomainMetaObject): pt.ist.fenixframework.dml.runtime.RelationBaseSet,['pt.ist.fenixframework.DomainMetaObject'],[16],16
pt.ist.socialsoftware.edition.text.domain.TextModule_Base.get$rl$heteronyms(): pt.ist.fenixframework.backend.jvstmojb.pstm.RelationList,[],[],0
pt.ist.socialsoftware.edition.virtual.api.dto.VirtualEditionInterDto.getTitle(): java.lang.String,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.config.WebSecurityConfig.passwordEncoder() : org.springframework.security.crypto.password.PasswordEncoder,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.game.FeGameRequiresInterface.feUserProvidesInterface,[],[],0
"pt.ist.socialsoftware.edition.ldod.frontend.virtual.assistedordering.FEAssistedOrderingRequiresInterface.saveVirtualEdition(java.lang.String, java.lang.String[]): void","['java.lang.String', 'java.lang.String[]']","[24, 24]",48
pt.ist.socialsoftware.edition.text.domain.Source_Base.getLdoDDate(): pt.ist.socialsoftware.edition.text.domain.LdoDDate,[],[],0
pt.ist.fenixframework.consistencyPredicates.DomainDependenceRecord_Base.get$oidDomainConsistencyPredicate(): java.lang.Long,[],[],0
pt.ist.socialsoftware.edition.user.domain.UserModule_Base.set$roles(pt.ist.fenixframework.backend.jvstmojb.ojb.OJBFunctionalSetWrapper) : void,['pt.ist.fenixframework.backend.jvstmojb.ojb.OJBFunctionalSetWrapper'],[16],16
pt.ist.fenixframework.DomainBPlusTreeData.getRelationDomainBPlusTreeJVSTMData(): pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.virtual.domain.HumanAnnotation_Base$1.getSet(pt.ist.socialsoftware.edition.virtual.domain.HumanAnnotation): pt.ist.fenixframework.dml.runtime.RelationBaseSet,['pt.ist.socialsoftware.edition.virtual.domain.HumanAnnotation'],[16],16
pt.ist.fenixframework.DomainFenixFrameworkRoot_Base$DO_State.domainRoot,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.user.security.UserModuleConnectionRepository.findAllConnections(): org.springframework.util.MultiValueMap,[],[],0
pt.ist.socialsoftware.edition.game.domain.ClassificationGameRound_Base.getTime() : org.joda.time.DateTime,[],[],0
pt.ist.socialsoftware.edition.game.domain.ClassificationModule_Base.getClassificationGame() : java.util.Set,[],[],0
pt.ist.fenixframework.consistencyPredicates.DomainConsistencyPredicate_Base.setInitialized(java.lang.Boolean) : void,['java.lang.Boolean'],[16],16
pt.ist.socialsoftware.edition.text.domain.AltTextWeight_Base$1.getInverseRole(): pt.ist.fenixframework.dml.runtime.Role,[],[],0
pt.ist.socialsoftware.edition.text.domain.RefText_Base.get$$relationFor(java.lang.String): pt.ist.fenixframework.dml.runtime.Relation,['java.lang.String'],[24],24
pt.ist.fenixframework.DomainMetaObject_Base.addDependingDependenceRecord(pt.ist.fenixframework.consistencyPredicates.DomainDependenceRecord) : void,['pt.ist.fenixframework.consistencyPredicates.DomainDependenceRecord'],[16],16
pt.ist.socialsoftware.edition.virtual.domain.VirtualEdition.role$$sections,[],[],0
pt.ist.fenixframework.adt.bplustree.LeafNode_Base.get$oidPrevious(): java.lang.Long,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.utils.LdoDCreateVirtualEditionException.getErrors(): java.util.List,[],[],0
pt.ist.fenixframework.DomainBPlusTreeJVSTM_Base$DO_State.copyTo(pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State): void,['pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State'],[16],16
pt.ist.fenixframework.adt.bplustree.InnerNode_Base.checkDisconnected(): void,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.domain.Option_Base.initInstance(): void,[],[],0
pt.ist.socialsoftware.edition.text.domain.ScholarInter_Base.setFragment(pt.ist.socialsoftware.edition.text.domain.Fragment) : void,['pt.ist.socialsoftware.edition.text.domain.Fragment'],[16],16
pt.ist.socialsoftware.edition.ldod.frontend.user.FeUserRequiresInterface.getFragmentByXmlId(java.lang.String): pt.ist.socialsoftware.edition.text.api.dto.FragmentDto,['java.lang.String'],[24],24
"pt.ist.socialsoftware.edition.virtual.domain.VirtualEdition_Base.access$400(pt.ist.socialsoftware.edition.virtual.domain.VirtualEdition_Base, boolean): pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State","['pt.ist.socialsoftware.edition.virtual.domain.VirtualEdition_Base', 'boolean']","[16, 1]",17
pt.ist.socialsoftware.edition.text.domain.Fragment_Base.getRelationRefText2Fragment() : pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.virtual.domain.HumanAnnotation_Base.getRelationHumanAnnotationHasTags() : pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
"pt.ist.socialsoftware.edition.text.domain.InfoRange_Base.set$text(java.lang.String, pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State): void","['java.lang.String', 'pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State']","[24, 16]",40
pt.ist.socialsoftware.edition.ldod.frontend.search.SearchRemoteController.getDates(): pt.ist.socialsoftware.edition.search.api.dto.DatesForSearchDto,[],[],0
pt.ist.socialsoftware.edition.game.domain.ClassificationGameParticipant_Base.make$newState(): pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State,[],[],0
pt.ist.socialsoftware.edition.virtual.domain.VirtualEditionInter.role$$annotation,[],[],0
pt.ist.socialsoftware.edition.text.domain.PrintedSource_Base.setEndPage(int): void,['int'],[4],4
pt.ist.socialsoftware.edition.text.domain.InfoRange_Base$DO_State.start,[],[],0
pt.ist.socialsoftware.edition.text.domain.TextModule_Base.getExpertEditionsSet(): java.util.Set,[],[],0
pt.ist.fenixframework.adt.bplustree.AbstractNodeArray.AbstractNodeArray(),[],[],0
pt.ist.socialsoftware.edition.virtual.domain.Range_Base.getStartOffset() : int,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.utils.AnnotationDTO.getQuote(): java.lang.String,[],[],0
pt.ist.socialsoftware.edition.text.domain.SourceInter.getRelationSourceHasSourceInters(): pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.text.domain.TextModule_Base.addExpertEditions(pt.ist.socialsoftware.edition.text.domain.ExpertEdition) : void,['pt.ist.socialsoftware.edition.text.domain.ExpertEdition'],[16],16
pt.ist.socialsoftware.edition.ldod.frontend.domain.Option_Base.getRelationMenuHasOption(): pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.fenixframework.DomainBPlusTreeJVSTM_Base.role$$treeData,[],[],0
pt.ist.fenixframework.DomainMetaObject_Base.getDependingDependenceRecordSet() : java.util.Set,[],[],0
pt.ist.socialsoftware.edition.virtual.domain.MediaSource_Base$DO_State.name,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.user.security.UserModuleConnectionRepository$callable$addConnection.call(): java.lang.Object,[],[],0
pt.ist.socialsoftware.edition.text.domain.RefText_Base.getRelationRefText2ScholarInter(): pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.text.domain.TextModule_Base.removeExpertEditions(pt.ist.socialsoftware.edition.text.domain.ExpertEdition) : void,['pt.ist.socialsoftware.edition.text.domain.ExpertEdition'],[16],16
pt.ist.socialsoftware.edition.user.domain.User_Base.getUserModule() : pt.ist.socialsoftware.edition.user.domain.UserModule,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.user.session.FrontendSession.lambda$getSelectedVirtualEditions$0(java.lang.String): pt.ist.socialsoftware.edition.virtual.api.dto.VirtualEditionDto,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.virtual.domain.Taxonomy_Base.getOpenAnnotation() : boolean,[],[],0
pt.ist.fenixframework.consistencyPredicates.DomainDependenceRecord_Base.initInstance(): void,[],[],0
pt.ist.socialsoftware.edition.virtual.domain.Range_Base.checkDisconnected(): void,[],[],0
pt.ist.socialsoftware.edition.virtual.domain.VirtualModule_Base.setEditor(java.lang.String): void,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.recommendation.api.RecommendationRequiresInterface.getInstance(): pt.ist.socialsoftware.edition.recommendation.api.RecommendationRequiresInterface,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.text.FeTextRequiresInterface.advice$initializeTextModule,[],[],0
pt.ist.socialsoftware.edition.virtual.domain.Taxonomy_Base$TaxonomyHasCategories.relation,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.text.FragmentController.getFragmentsList(org.springframework.ui.Model) : java.lang.String,['org.springframework.ui.Model'],[16],16
pt.ist.socialsoftware.edition.game.domain.ClassificationGameParticipant_Base.getWinner() : boolean,[],[],0
pt.ist.socialsoftware.edition.text.domain.Rend_Base.getRelationTextPortionHasRend() : pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.virtual.api.VirtualProvidesInterface.importVirtualEditionFragmentFromTEI(java.io.InputStream): java.lang.String,['java.io.InputStream'],[16],16
pt.ist.socialsoftware.edition.text.domain.RdgGrpText_Base.getType() : pt.ist.socialsoftware.edition.text.domain.TextPortion$VariationType,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.utils.AnnotationDTO.setText(java.lang.String) : void,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.ldod.frontend.domain.UiComponent_Base.get$obj$state(boolean): pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State,['boolean'],[1],1
pt.ist.fenixframework.adt.bplustree.LeafNode_Base$2.getValue(pt.ist.fenixframework.DomainObject): pt.ist.fenixframework.DomainObject,['pt.ist.fenixframework.DomainObject'],[16],16
pt.ist.socialsoftware.edition.text.domain.InfoRange_Base.getRelationInfoRangeHasScholarInter() : pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.text.domain.TextPortion_Base$8.getSet(pt.ist.fenixframework.DomainObject): pt.ist.fenixframework.dml.runtime.RelationBaseSet,['pt.ist.fenixframework.DomainObject'],[16],16
"pt.ist.socialsoftware.edition.ldod.frontend.text.FragmentController.getAnnotationInter(org.springframework.ui.Model, java.lang.String) : org.springframework.http.ResponseEntity","['org.springframework.ui.Model', 'java.lang.String']","[16, 24]",40
pt.ist.fenixframework.adt.bplustree.AbstractNodeArray_Base.setParent(pt.ist.fenixframework.adt.bplustree.InnerNodeArray): void,['pt.ist.fenixframework.adt.bplustree.InnerNodeArray'],[16],16
pt.ist.socialsoftware.edition.virtual.domain.Tweet_Base.get$userProfileURL(): java.lang.String,[],[],0
"pt.ist.socialsoftware.edition.text.api.TextProvidesInterface.getAppTranscriptionFromHtmlWriter4Variations(java.lang.String, java.lang.String): java.lang.String","['java.lang.String', 'java.lang.String']","[24, 24]",48
pt.ist.fenixframework.DomainRoot_Base$4.getValue(pt.ist.fenixframework.DomainObject): pt.ist.fenixframework.DomainObject,['pt.ist.fenixframework.DomainObject'],[16],16
"pt.ist.socialsoftware.edition.text.api.TextProvidesInterface.getMultipleInterTranscription(java.util.List, boolean, boolean): java.util.Map","['java.util.List', 'boolean', 'boolean']","[24, 1, 1]",26
pt.ist.socialsoftware.edition.ldod.frontend.game.FeGameRequiresInterface.getAuthenticatedUser(): java.lang.String,[],[],0
pt.ist.socialsoftware.edition.virtual.domain.VirtualEdition_Base.getRelationVirtualEditionHasSocialMediaCriteria() : pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.user.api.UserProvidesInterface.getRegistrationToken(java.lang.String): pt.ist.socialsoftware.edition.user.api.dto.RegistrationTokenDto,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.ldod.frontend.user.FeUserRequiresInterface.createTestUsers(org.springframework.security.crypto.password.PasswordEncoder): void,['org.springframework.security.crypto.password.PasswordEncoder'],[16],16
pt.ist.socialsoftware.edition.ldod.frontend.virtual.validator.VirtualEditionValidator.acronym,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.utils.LdoDCreateClassificationGameException.getDate() : java.lang.String,[],[],0
pt.ist.fenixframework.adt.bplustree.LeafNode_Base.getPrevious(): pt.ist.fenixframework.adt.bplustree.LeafNode,[],[],0
pt.ist.fenixframework.ValueTypeSerializer.serialize$ModuleData(pt.ist.fenixframework.data.ModuleData) : com.google.gson.JsonElement,['pt.ist.fenixframework.data.ModuleData'],[16],16
pt.ist.socialsoftware.edition.user.domain.User_Base.getEmail() : java.lang.String,[],[],0
pt.ist.socialsoftware.edition.user.utils.Emailer.Emailer(),[],[],0
pt.ist.socialsoftware.edition.virtual.domain.LastTwitterID_Base.setLastVicenteParsedFile(java.lang.String): void,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.ldod.frontend.domain.UiComponent_Base$1.getValue(pt.ist.socialsoftware.edition.ldod.frontend.domain.UiComponent): pt.ist.socialsoftware.edition.ldod.frontend.domain.EditionModule,['pt.ist.socialsoftware.edition.ldod.frontend.domain.UiComponent'],[16],16
pt.ist.socialsoftware.edition.virtual.domain.SocialMediaCriteria_Base.static {},[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.search.FeSearchRequiresInterface.getScholarInterDate(java.lang.String) : org.joda.time.LocalDate,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.text.domain.Surface_Base$5.getInverseRole(): pt.ist.fenixframework.dml.runtime.Role,[],[],0
pt.ist.socialsoftware.edition.text.domain.Citation_Base.setDate(java.lang.String) : void,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.ldod.frontend.virtual.FeVirtualRequiresInterface.getVirtualEditionsUserIsParticipantSelectedOrPublic(java.lang.String): java.util.List,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.text.domain.Source_Base.get$$relationFor(java.lang.String): pt.ist.fenixframework.dml.runtime.Relation,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.user.domain.UserModule_Base$1.getSet(pt.ist.fenixframework.DomainObject): pt.ist.fenixframework.dml.runtime.RelationBaseSet,['pt.ist.fenixframework.DomainObject'],[16],16
pt.ist.socialsoftware.edition.ldod.frontend.domain.Menu_Base.set$option(pt.ist.fenixframework.backend.jvstmojb.ojb.OJBFunctionalSetWrapper) : void,['pt.ist.fenixframework.backend.jvstmojb.ojb.OJBFunctionalSetWrapper'],[16],16
pt.ist.socialsoftware.edition.text.domain.ManuscriptSource_Base.get$material(): java.lang.String,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.domain.UiComponent.UiComponent(pt.ist.socialsoftware.edition.ldod.frontend.domain.EditionModule),['pt.ist.socialsoftware.edition.ldod.frontend.domain.EditionModule'],[16],16
pt.ist.socialsoftware.edition.game.domain.ClassificationGameRound_Base.setClassificationGameParticipant(pt.ist.socialsoftware.edition.game.domain.ClassificationGameParticipant) : void,['pt.ist.socialsoftware.edition.game.domain.ClassificationGameParticipant'],[16],16
pt.ist.socialsoftware.edition.virtual.domain.VirtualEditionInter_Base.removeAnnotation(pt.ist.socialsoftware.edition.virtual.domain.Annotation) : void,['pt.ist.socialsoftware.edition.virtual.domain.Annotation'],[16],16
pt.ist.socialsoftware.edition.text.domain.TextPortion_Base$9.getInverseRole(): pt.ist.fenixframework.dml.runtime.Role,[],[],0
pt.ist.fenixframework.DomainRoot_Base.get$oidInstallationData(): java.lang.Long,[],[],0
pt.ist.socialsoftware.edition.text.domain.LbText_Base.role$$scholarInter,[],[],0
org.springframework.util.MultiValueMap.isEmpty(): boolean,[],[],0
pt.ist.socialsoftware.edition.game.domain.ClassificationGame_Base.getEditionId(): java.lang.String,[],[],0
pt.ist.fenixframework.ValueTypeSerializer.deSerialize$PredicateMethod(java.lang.String) : java.lang.reflect.Method,['java.lang.String'],[24],24
pt.ist.fenixframework.DomainFenixFrameworkRoot_Base.get$rl$domainMetaClass(): pt.ist.fenixframework.backend.jvstmojb.pstm.RelationList,[],[],0
pt.ist.socialsoftware.edition.game.domain.Player_Base.role$$classificationGameParticipant,[],[],0
"pt.ist.socialsoftware.edition.text.domain.HandNote_Base$1.setValue(pt.ist.fenixframework.DomainObject, pt.ist.fenixframework.DomainObject): void","['pt.ist.fenixframework.DomainObject', 'pt.ist.fenixframework.DomainObject']","[16, 16]",32
